PWSID,Name,County,FedBgnDt,FedEndDt,VioType,VioName,Analyte,AnalyteCode,count
MO4173065   ,LITTLE LEARNERS ACADEMY,WASHINGTON,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5010071   ,BILLINGS,CHRISTIAN,01-Oct-15,31-Oct-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5010071   ,BILLINGS,CHRISTIAN,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5010071   ,BILLINGS,CHRISTIAN,01-Dec-14,31-Dec-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5010071   ,BILLINGS,CHRISTIAN,01-Oct-14,31-Oct-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5010283   ,FORDLAND,WEBSTER,01-Oct-15,31-Oct-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5010283   ,FORDLAND,WEBSTER,01-Oct-14,31-Oct-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5010283   ,FORDLAND,WEBSTER,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5010283   ,FORDLAND,WEBSTER,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5021292   ,PWSD 2 OF HICKORY CO,HICKORY,01-Oct-13,31-Oct-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5021292   ,PWSD 2 OF HICKORY CO,HICKORY,01-Oct-13,31-Oct-13,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,4
MO5021292   ,PWSD 2 OF HICKORY CO,HICKORY,01-Nov-13,30-Nov-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5021292   ,PWSD 2 OF HICKORY CO,HICKORY,01-Dec-13,31-Dec-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5031233   ,LONG BEND SUBD,STONE,01-Jun-13,30-Jun-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5031233   ,LONG BEND SUBD,STONE,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5031233   ,LONG BEND SUBD,STONE,01-Sep-14,30-Sep-14,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,4
MO5031233   ,LONG BEND SUBD,STONE,01-Sep-14,30-Sep-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5031413   ,LOCH HAVEN,CAMDEN,01-Aug-15,31-Aug-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5031413   ,LOCH HAVEN,CAMDEN,01-Aug-15,31-Aug-15,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,4
MO5031413   ,LOCH HAVEN,CAMDEN,01-Aug-14,31-Aug-14,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,4
MO5031413   ,LOCH HAVEN,CAMDEN,01-Aug-14,31-Aug-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5031544   ,OAK SHADOWS SUBDIVISION,CAMDEN,01-Mar-15,31-Mar-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5031544   ,OAK SHADOWS SUBDIVISION,CAMDEN,01-Apr-15,30-Apr-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5031544   ,OAK SHADOWS SUBDIVISION,CAMDEN,01-May-14,31-May-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5031544   ,OAK SHADOWS SUBDIVISION,CAMDEN,01-Jun-14,30-Jun-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5031606   ,SUNSHINE ESTATES,POLK,01-Jun-13,30-Jun-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5031606   ,SUNSHINE ESTATES,POLK,01-Jun-14,30-Jun-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5031606   ,SUNSHINE ESTATES,POLK,01-Aug-15,31-Aug-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5031606   ,SUNSHINE ESTATES,POLK,01-Apr-14,30-Apr-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5041599   ,PLEASANT VALLEY MHP,JASPER,01-Apr-13,30-Apr-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5041599   ,PLEASANT VALLEY MHP,JASPER,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5041599   ,PLEASANT VALLEY MHP,JASPER,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5041599   ,PLEASANT VALLEY MHP,JASPER,01-Jun-14,30-Jun-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5048294   ,LUCKY LADY MOBILE HOME PARK,LAWRENCE,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5048294   ,LUCKY LADY MOBILE HOME PARK,LAWRENCE,01-Apr-13,30-Apr-13,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,4
MO5048294   ,LUCKY LADY MOBILE HOME PARK,LAWRENCE,01-Apr-13,30-Apr-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5048294   ,LUCKY LADY MOBILE HOME PARK,LAWRENCE,01-Aug-13,31-Aug-13,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,4
MO5071342   ,OZARK VILLA AT SHELL KNOB,BARRY,01-Dec-13,31-Dec-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5071342   ,OZARK VILLA AT SHELL KNOB,BARRY,01-Oct-13,31-Oct-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5071342   ,OZARK VILLA AT SHELL KNOB,BARRY,01-Nov-13,30-Nov-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5071342   ,OZARK VILLA AT SHELL KNOB,BARRY,01-Aug-15,31-Aug-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5183025   ,BAKER CREEK HEIRLOOM SEED CO,WRIGHT,01-Sep-14,30-Sep-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5183025   ,BAKER CREEK HEIRLOOM SEED CO,WRIGHT,01-Aug-14,31-Aug-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5183025   ,BAKER CREEK HEIRLOOM SEED CO,WRIGHT,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5183025   ,BAKER CREEK HEIRLOOM SEED CO,WRIGHT,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5190587   ,WHITE EAGLE WOODS MHP,STONE,01-Nov-13,30-Nov-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5190587   ,WHITE EAGLE WOODS MHP,STONE,01-Jan-14,31-Jan-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5190587   ,WHITE EAGLE WOODS MHP,STONE,01-Oct-14,31-Oct-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5190587   ,WHITE EAGLE WOODS MHP,STONE,01-May-14,31-May-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5202448   ,LOST WOODS GOLF COURSE,OZARK,01-Mar-13,31-Mar-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5202448   ,LOST WOODS GOLF COURSE,OZARK,01-May-13,31-May-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5202448   ,LOST WOODS GOLF COURSE,OZARK,01-May-14,31-May-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5202448   ,LOST WOODS GOLF COURSE,OZARK,01-Jun-14,30-Jun-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5212752   ,ORLEANS TRAIL RESTAURANT,CEDAR,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5212752   ,ORLEANS TRAIL RESTAURANT,CEDAR,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5212752   ,ORLEANS TRAIL RESTAURANT,CEDAR,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5212752   ,ORLEANS TRAIL RESTAURANT,CEDAR,01-Aug-15,31-Aug-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5218044   ,POMME DE TERRES SHADOW LAKE GOLF COURSE,HICKORY,01-Jan-16,31-Jan-16,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5218044   ,POMME DE TERRES SHADOW LAKE GOLF COURSE,HICKORY,01-Dec-15,31-Dec-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5218044   ,POMME DE TERRES SHADOW LAKE GOLF COURSE,HICKORY,01-Feb-16,29-Feb-16,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5218044   ,POMME DE TERRES SHADOW LAKE GOLF COURSE,HICKORY,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5221580   ,BRANSON AIRPORT LLC,TANEY,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5221580   ,BRANSON AIRPORT LLC,TANEY,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5221580   ,BRANSON AIRPORT LLC,TANEY,01-Dec-13,31-Dec-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5221580   ,BRANSON AIRPORT LLC,TANEY,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5240145   ,CLEVENGER BRANCH MEMBERS CORP,TANEY,01-May-15,31-May-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5240145   ,CLEVENGER BRANCH MEMBERS CORP,TANEY,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5240145   ,CLEVENGER BRANCH MEMBERS CORP,TANEY,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5240145   ,CLEVENGER BRANCH MEMBERS CORP,TANEY,01-Aug-14,31-Aug-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5243120   ,FUN IN THE SON MINISTRIES INC,STONE,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5243120   ,FUN IN THE SON MINISTRIES INC,STONE,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5243120   ,FUN IN THE SON MINISTRIES INC,STONE,01-Apr-15,30-Apr-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5243120   ,FUN IN THE SON MINISTRIES INC,STONE,01-May-15,31-May-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5283052   ,BRIGHTON ASSEMBLY OF GOD,POLK,01-Jun-13,30-Jun-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5283052   ,BRIGHTON ASSEMBLY OF GOD,POLK,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5283052   ,BRIGHTON ASSEMBLY OF GOD,POLK,01-Jan-13,31-Jan-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5283052   ,BRIGHTON ASSEMBLY OF GOD,POLK,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5292575   ,RAPID ROBERTS 121,TANEY,01-Oct-13,31-Oct-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5292575   ,RAPID ROBERTS 121,TANEY,01-Mar-16,31-Mar-16,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5292575   ,RAPID ROBERTS 121,TANEY,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5292575   ,RAPID ROBERTS 121,TANEY,01-Sep-14,30-Sep-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5301457   ,MILLSTONE LUXURY CONDOMINIUMS,MORGAN,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5301457   ,MILLSTONE LUXURY CONDOMINIUMS,MORGAN,01-Aug-15,31-Aug-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5301457   ,MILLSTONE LUXURY CONDOMINIUMS,MORGAN,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO5301457   ,MILLSTONE LUXURY CONDOMINIUMS,MORGAN,01-Jun-14,30-Jun-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6010303   ,GERALD,FRANKLIN,01-Aug-14,31-Aug-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6010303   ,GERALD,FRANKLIN,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6010303   ,GERALD,FRANKLIN,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6010303   ,GERALD,FRANKLIN,01-Jun-13,30-Jun-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6010659   ,POTOSI,WASHINGTON,01-Nov-14,30-Nov-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6010659   ,POTOSI,WASHINGTON,01-Dec-15,31-Dec-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6010659   ,POTOSI,WASHINGTON,01-Jun-13,30-Jun-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6010659   ,POTOSI,WASHINGTON,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6010708   ,ST CLAIR,FRANKLIN,01-Aug-15,31-Aug-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6010708   ,ST CLAIR,FRANKLIN,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6010708   ,ST CLAIR,FRANKLIN,01-May-13,31-May-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6010708   ,ST CLAIR,FRANKLIN,01-Oct-15,31-Oct-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6024211   ,FRANKLIN CO PWSD 1,FRANKLIN,01-Jan-15,31-Jan-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6024211   ,FRANKLIN CO PWSD 1,FRANKLIN,01-Dec-14,31-Dec-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6024211   ,FRANKLIN CO PWSD 1,FRANKLIN,01-Nov-14,30-Nov-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6024211   ,FRANKLIN CO PWSD 1,FRANKLIN,01-Aug-14,31-Aug-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6031357   ,FAWN LAKES,LINCOLN,01-Dec-14,31-Dec-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6031357   ,FAWN LAKES,LINCOLN,01-Oct-13,31-Oct-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6031357   ,FAWN LAKES,LINCOLN,01-Nov-13,30-Nov-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6031357   ,FAWN LAKES,LINCOLN,01-Apr-15,30-Apr-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6036269   ,WOODLAND HILLS SUBD,FRANKLIN,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6036269   ,WOODLAND HILLS SUBD,FRANKLIN,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6036269   ,WOODLAND HILLS SUBD,FRANKLIN,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6036269   ,WOODLAND HILLS SUBD,FRANKLIN,01-Oct-15,31-Oct-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6192136   ,INDIAN SPRINGS,CRAWFORD,01-Jun-14,30-Jun-14,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,4
MO6192136   ,INDIAN SPRINGS,CRAWFORD,01-Jun-15,30-Jun-15,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,4
MO6192136   ,INDIAN SPRINGS,CRAWFORD,01-Jun-14,30-Jun-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO6192136   ,INDIAN SPRINGS,CRAWFORD,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO1041483   ,OUR SLICE OF PARADISE,BENTON,01-Dec-14,31-Dec-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO1041483   ,OUR SLICE OF PARADISE,BENTON,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO1041483   ,OUR SLICE OF PARADISE,BENTON,01-May-13,31-May-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO1212806   ,LOST ACRES (VIKINGS),BENTON,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO1212806   ,LOST ACRES (VIKINGS),BENTON,01-Aug-13,31-Aug-13,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,3
MO1212806   ,LOST ACRES (VIKINGS),BENTON,01-Oct-13,31-Oct-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO1243138   ,COVENANT COVE RV RESORT,PLATTE,01-May-15,31-May-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO1243138   ,COVENANT COVE RV RESORT,PLATTE,01-Apr-15,30-Apr-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO1243138   ,COVENANT COVE RV RESORT,PLATTE,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO1253088   ,EAGLE BAY PROPERTY OWNERS ASSOCIATION,BENTON,01-Oct-13,31-Oct-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO1253088   ,EAGLE BAY PROPERTY OWNERS ASSOCIATION,BENTON,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO1253088   ,EAGLE BAY PROPERTY OWNERS ASSOCIATION,BENTON,01-May-14,31-May-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3024055   ,BOONE CO CONS PWSD 1,BOONE,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3024055   ,BOONE CO CONS PWSD 1,BOONE,01-Oct-14,31-Oct-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3024055   ,BOONE CO CONS PWSD 1,BOONE,01-Aug-14,31-Aug-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3031208   ,MAKALU ESTATES,CAMDEN,01-May-15,31-May-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3031208   ,MAKALU ESTATES,CAMDEN,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3031208   ,MAKALU ESTATES,CAMDEN,01-Dec-13,31-Dec-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3031323   ,GINGER COVE SUBDIVISION,CAMDEN,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3031323   ,GINGER COVE SUBDIVISION,CAMDEN,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3031323   ,GINGER COVE SUBDIVISION,CAMDEN,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3048043   ,DOUBLE M MOBILE COACH RANCH,BENTON,01-Jul-16,31-Jul-16,1A,"MCL, E. COLI, POS E COLI (RTCR)",E. COLI,3014,3
MO3048043   ,DOUBLE M MOBILE COACH RANCH,BENTON,01-Dec-16,31-Dec-16,1A,"MCL, E. COLI, POS E COLI (RTCR)",E. COLI,3014,3
MO3048043   ,DOUBLE M MOBILE COACH RANCH,BENTON,01-Dec-14,31-Dec-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3112192   ,USACE TRUMAN LONG SHOAL PUA,BENTON,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3112192   ,USACE TRUMAN LONG SHOAL PUA,BENTON,01-May-15,31-May-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3112192   ,USACE TRUMAN LONG SHOAL PUA,BENTON,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3190089   ,THE JAMES FOUNDATION,PHELPS,01-Jun-14,30-Jun-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3190089   ,THE JAMES FOUNDATION,PHELPS,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3190089   ,THE JAMES FOUNDATION,PHELPS,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3190813   ,THE RESORT AT PORT ARROWHEAD,MILLER,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3190813   ,THE RESORT AT PORT ARROWHEAD,MILLER,01-Jun-14,30-Jun-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3190813   ,THE RESORT AT PORT ARROWHEAD,MILLER,01-Aug-14,31-Aug-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3190893   ,BUDGET HOST SUPER 7 MOTEL,PETTIS,01-Jan-13,31-Jan-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3190893   ,BUDGET HOST SUPER 7 MOTEL,PETTIS,01-Jan-14,31-Jan-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3190893   ,BUDGET HOST SUPER 7 MOTEL,PETTIS,01-Dec-13,31-Dec-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3191521   ,LAKEVIEW BEACH RESORT,CAMDEN,01-Jun-15,30-Jun-15,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,3
MO3191521   ,LAKEVIEW BEACH RESORT,CAMDEN,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3191521   ,LAKEVIEW BEACH RESORT,CAMDEN,01-May-14,31-May-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3191837   ,HAWKS NEST CONDO ASSN,CAMDEN,01-Oct-13,31-Oct-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3191837   ,HAWKS NEST CONDO ASSN,CAMDEN,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3191837   ,HAWKS NEST CONDO ASSN,CAMDEN,01-Jun-13,30-Jun-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3191999   ,WILSONS RESORT HOME ASSOCIATION,CAMDEN,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3191999   ,WILSONS RESORT HOME ASSOCIATION,CAMDEN,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3191999   ,WILSONS RESORT HOME ASSOCIATION,CAMDEN,01-Oct-13,31-Oct-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3211134   ,THE CAVE RESTAURANT & RESORT,PULASKI,01-Feb-13,28-Feb-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3211134   ,THE CAVE RESTAURANT & RESORT,PULASKI,01-Mar-13,31-Mar-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3211134   ,THE CAVE RESTAURANT & RESORT,PULASKI,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3212445   ,MARINERS PIER 31 YACHT CLUB,CAMDEN,01-Aug-15,31-Aug-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3212445   ,MARINERS PIER 31 YACHT CLUB,CAMDEN,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3212445   ,MARINERS PIER 31 YACHT CLUB,CAMDEN,12-Aug-16,,2A,"LEVEL 1 ASSESS, MULTIPLE TC POS (RTCR)",REVISED TOTAL COLIFORM RULE (RTCR),8000,3
MO3240046   ,WONDERLAND CAMP,MORGAN,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
MO3240046   ,WONDERLAND CAMP,MORGAN,01-Apr-15,30-Apr-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,3
